0x2a37	0x33c0	0x2a42
0x355c	0x5295	0x3568
0x3588	0x33c0	0x3593
0x3a86	0x5295	0x3a92
0x3acf	0x33c0	0x3ada
0x4118	0x33c0	0x4123
0x413c	0x33c0	0x4147
0x415f	0x33c0	0x416a
0x417d	0x33c0	0x4188
0x4473	0x33c0	0x447e
0x4497	0x33c0	0x44a2
0x4b03	0x5295	0x4b0f
0x4b4c	0x33c0	0x4b57
0x51da	0x33c0	0x51e5
0x51fd	0x33c0	0x5208
0x5220	0x33c0	0x522b
0x5621	0x5295	0x562d
0x564d	0x33c0	0x5658
0x5c71	0x5295	0x5c7d
0x5c97	0x33c0	0x5ca2
0x5d2e	0x33c0	0x5d39
0x6342	0x5295	0x634e
0x636e	0x33c0	0x6379
0x6417	0x33c0	0x6422
0x6466	0x33c0	0x6471
0x648a	0x33c0	0x6495
0x64cd	0x33c0	0x64d8
0x6821	0x4975	0x682c
0x6d35	0x5295	0x6d41
0x6d5a	0x33c0	0x6d65
0x6d7d	0x33c0	0x6d88
0x1b560x66b	0x33c0	0x1b610x66b
0x27d	0x1221	0x288
0x288	0x1332	0x2ca
0x2d9	0x161a	0x2e2
0x943	0x20c9	0x94c
0xbee	0x2470	0xbf7
0x2839	0x3f6f	0x2881
0xe3a	0x2b5e	0xe43
0x2caa	0x4385	0x2cff
0x3149	0x2470	0x3154
0x31e5	0x3f6f	0x322d
0x12a5	0x2470	0x12c9
0x1303	0x3434	0x130d
0x18af	0x2470	0x18b7
0x1a13	0x392c	0x1a1f
0x1a86	0x2b5e	0x1a99
0x1a99	0x3f47	0x1ae7
0x1e6e	0x2470	0x1e92
0x1ec5	0x40bf	0x1ece
0x2380	0x441a	0x239e
0x24a2	0x3f6f	0x24ac
0x2601	0x46b0	0x260d
0x262f	0x3f47	0x263d
0x263d	0x4726	0x264b
0x264b	0x4770	0x266a
0x266a	0x4770	0x2679
0x27b0	0x392c	0x27bc
0x27f2	0x1332	0x2834
0x2996	0x4975	0x29bc
0x2c08	0x2470	0x2c10
0x2cff	0x38c2	0x2d0b
0x2de6	0x1332	0x2e28
0x3187	0x441a	0x3190
0x3338	0x2470	0x335c
0x338f	0x5182	0x3398
0x35aa	0x38c2	0x35b2
0x35b2	0x5309	0x35c5
0x35c5	0x542a	0x35ee
0x35ee	0x4726	0x3607
0x3607	0x4726	0x365d
0x38de	0x3f6f	0x38e8
0x38e8	0x4726	0x38fb
0x38fb	0x46b0	0x3903
0x3bc3	0x46b0	0x3bcf
0x3bcf	0x46b0	0x3c1c
0x3c1c	0x4726	0x3c69
0x414f	0x3f6f	0x4158
0x4190	0x46b0	0x419c
0x43e0	0x5fa5	0x43f2
0x43f2	0x5fef	0x4404
0x4792	0x4726	0x4798
0x4b5f	0x46b0	0x4baa
0x4baa	0x4726	0x4bf7
0x566f	0x4385	0x56c4
0x5713	0x5309	0x5721
0x5721	0x46b0	0x573c
0x573c	0x46b0	0x5755
0x5aca	0x38c2	0x5ad2
0x5b18	0x542a	0x5b34
0x5cab	0x46b0	0x5cbb
0x5cbb	0x46b0	0x5d11
0x5d11	0x3f6f	0x5d27
0x64e7	0x54c5	0x64f5
0x6d6d	0x3f6f	0x6d76
0x6d98	0x4385	0x6da1
0x6da1	0x4726	0x6db8
0x6db8	0x4726	0x6dcd
0x7017	0x5fa5	0x702b
0x5ae5	0x3f47	0x5b0a
0x21670x9c7	0x4385	0x21720x9c7
0x195aB0x4a1	0x38c2	0x1964B0x4a1
0x1aefB0x64c	0x3f6f	0x1af9B0x64c
0x1feaB0x847	0x2470	0x1ff2B0x847
0x42ffB0x2087	0x2470	0x4323B0x2087
0x4356B0x2087	0x5a5d	0x4362B0x2087
0x4826B0x27e5	0x2470	0x484aB0x27e5
0x4941B0x27e5	0x61b2	0x494dB0x27e5
0x4ee1B0x2d2f	0x2470	0x4f05B0x2d2f
0x4f38B0x2d2f	0x6c0f	0x4f42B0x2d2f
0x4fe8B0x2d41	0x2470	0x500cB0x2d41
0x503fB0x2d41	0x5a5d	0x504bB0x2d41
0x50f2B0x2dda	0x2470	0x5116B0x2dda
0x5150B0x2dda	0x54c5	0x515bB0x2dda
0x2ebdB0x1046	0x33c0	0x2ec8B0x1046
0x2167B0x192a	0x4385	0x21720x2167B0x192a
0x1b560x1afeB0x22ea	0x33c0	0x1b610x1afeB0x22ea
0x195aB0x2c83	0x38c2	0x1964B0x2c83
0x17afB0x3d0	0x1221	0x17baB0x3d0
0x17baB0x3d0	0x1332	0x17fc0x17afB0x3d0
0x4702B0x2617	0x5fa5	0x471bB0x2617
0x5452B0x3903	0x5fa5	0x5469B0x3903
0x5469B0x3903	0x5fef	0x5473B0x3903
0x4702B0x3f51	0x5fa5	0x471bB0x3f51
0x4702B0x477a	0x5fa5	0x471bB0x477a
0x5452B0x702b	0x5fa5	0x5469B0x702b
0x5469B0x702b	0x5fef	0x5473B0x702b
0x1d80B0x6fb	0x1332	0x1dc20x1d75B0x6fb
0x4031B0x1d75B0x6fb	0x2470	0x4055B0x1d75B0x6fb
0x408fB0x1d75B0x6fb	0x54c5	0x409aB0x1d75B0x6fb
